,text,favourite_count,retweet_count,created_at,handle
41,"Our focus is on being the best partner for our partners, and at #MSInspire we are announcing new capabilities across the Microsoft Cloud that unlock lasting opportunity to help our mutual customers transform. https://t.co/b1WHk8LI7q",690,147,2021-07-14 16:17:40+00:00,@satyanadella
42,Our strategic partnership brings together the power of Azure and Microsoft 365 with NEC s services and infrastructure expertise to help public and private sector customers build resilience and transform. https://t.co/NnKTOs9O6B,500,78,2021-07-13 15:02:05+00:00,@satyanadella
43,"From Teams Rooms and meeting recaps to Fluid components, here's a look at new Teams and Microsoft 365 features designed to help you adapt to the new operating model of hybrid work   spanning people, places, and processes. https://t.co/qAGxbIfqxR",712,91,2021-06-17 16:48:00+00:00,@satyanadella
44,"Hybrid work is the biggest shift to the way we work in a generation. Today, we re announcing new features in Teams and Microsoft 365 designed to level the playing field for all employees, no matter where they re working from   remote or at the office. https://t.co/rZTHXr8SK0",1073,242,2021-06-17 13:04:29+00:00,@satyanadella
45,"Thank you @ajohnsocyber and @LiatBenZur for sharing how your personal experiences have shaped how you approach inclusion as leaders at Microsoft, and how we can all practice allyship for LGBTQI+ communities. https://t.co/l7BWIRfMtj",299,34,2021-06-14 19:49:21+00:00,@satyanadella
46,"Microsoft is all-in on games. In our 20th year of Xbox, I m in awe of what creators around the world are bringing to our platform. https://t.co/m3oRFVDGS8",7177,878,2021-06-13 19:45:52+00:00,@satyanadella
47,Happy Pride 2021! I m proud to share these stories of Microsoft employees who remind us that together we can drive meaningful change for the LGBTQI+ community and create a more inclusive world for everyone. https://t.co/o8vPZPbfHq,901,147,2021-06-01 16:36:17+00:00,@satyanadella
48,"Everything becomes more complex, not less complex in hybrid work. As Microsoft moves to hybrid, we re sharing what we re learning at scale from around the world to help customers make the shift. https://t.co/VE6Ku9uDKb",1832,315,2021-05-21 13:03:00+00:00,@satyanadella
49,We re introducing new personal features in Microsoft Teams to help people connect and collaborate in one place with family and friends. https://t.co/uZNoQOnFKw,1175,167,2021-05-17 18:42:37+00:00,@satyanadella
50,"Today, we are announcing the EU Data Boundary for the Microsoft cloud. Commercial and public sector customers in the EU will be able to use our core cloud services while their data remains inside the EU. https://t.co/JpT8825uP6",895,179,2021-05-06 15:17:37+00:00,@satyanadella
51,"I am heartbroken by the current situation in India. I m grateful the U.S. government is mobilizing to help. Microsoft will continue to use its voice, resources, and technology to aid relief efforts, and support the purchase of critical oxygen concentration devices.",58348,8553,2021-04-26 02:02:17+00:00,@satyanadella
52,"This is an important issue for our country and for Microsoft. We will always advocate that every individual can exercise their right to vote legally, safely, and securely. https://t.co/8BBBJu1QRn",810,95,2021-03-31 21:30:39+00:00,@satyanadella
53,"Introducing Microsoft Mesh, which enables people to interact holographically with others, with true presence and in a natural way. I can t wait to see the world we create together with this new platform. https://t.co/WsUuOlzruB",1901,492,2021-03-02 22:11:39+00:00,@satyanadella
54,"Announcing exciting updates to Microsoft Teams, ensuring people can collaborate inside and outside the organization, learn in the context of their work, and retain and build social capital. Be sure to watch @jared_spataro s #MSIgnite keynote to learn more: https://t.co/VS6JaGYHLj https://t.co/LLfBTiwqOc",1025,248,2021-03-02 17:31:32+00:00,@satyanadella
55,"Announcing new Microsoft Clouds for financial services, manufacturing, and nonprofits   as we expand our investments to help organizations in every industry improve time to value, increase agility, and lower costs. https://t.co/pMKI3Q1MUk",669,213,2021-02-24 14:09:51+00:00,@satyanadella
56,"Announcing Microsoft Viva, a new employee experience platform bringing together everything an employee needs to be successful from day one   no matter when, where, or how they work. https://t.co/WzRIJShlGP",1736,354,2021-02-04 16:25:08+00:00,@satyanadella
57,"It s great to see our teams coming together to help spread joy and build community with the new Starbucks app in Microsoft Teams, @Kevin_Johnson. https://t.co/UqZZNTuWRC",641,72,2020-12-16 17:06:15+00:00,@satyanadella
58,"As part of our journey to build a more inclusive culture, all of us at Microsoft are learning to be better allies, so we can establish shared language and understanding   and grow together. https://t.co/1KixKqV5TY",350,34,2020-12-15 19:15:11+00:00,@satyanadella
59,"Expanding our partnership with @DeutscheTelekom, bringing together their telco expertise with our cloud capabilities to help organizations use Azure and Microsoft 365 to accelerate their digital transformation. https://t.co/OqjaL6cGAV",513,69,2020-12-10 07:25:05+00:00,@satyanadella
60,"Education in 2020 has been incredibly challenging, and that s why I m inspired by the many students who virtually crossed the globe to connect, share traditions, and learn as part of Microsoft Global Learning Connection. https://t.co/UoxTN7HDTO",625,112,2020-11-16 21:47:11+00:00,@satyanadella
61,"Microsoft Cloud for Healthcare is now available. It brings together capabilities from across our full tech stack to help enhance patient engagement, empower health team collaboration, and improve data insights. https://t.co/UgmqtpHAZf",983,172,2020-10-28 20:46:13+00:00,@satyanadella
62,"@itsmfonline @Microsoft Thank you, @mbuckhamwhite and team, for inviting me   and for the partnership with this important community.",10,2,2020-10-02 21:10:15+00:00,@satyanadella
63,"We re adding new wellbeing features to Microsoft Teams, including integrations with apps like Headspace. Here s my conversation with Headspace co-founder @AndyPuddicombe on why it s important to practice mindfulness in the flow of work. https://t.co/f2dRRadStt",858,157,2020-09-28 21:24:17+00:00,@satyanadella
64,"Bill Gates Sr. is an important part of the Microsoft story; he helped shape our culture, played a vital role in our community, and influenced our philanthropic programs. We send our condolences to the Gates family and gratitude for Bill Sr.'s enduring legacy. https://t.co/Qu6FcumNa8",4159,380,2020-09-15 22:34:42+00:00,@satyanadella
65,Thank you to all of the Microsoft employees who are contributing their expertise to help us navigate COVID-19 as a company and support our customers on the frontlines of this crisis. https://t.co/1UKaKQ00Rd,1297,192,2020-08-24 19:05:46+00:00,@satyanadella
66,Microsoft Flight Simulator brings together the power of our technology   from Azure and Bing Maps to Xbox Game Pass   so you can visit the places you love and dream of exploring   no actual travel required. https://t.co/hydqaMWUDg,6114,923,2020-08-18 15:13:58+00:00,@satyanadella
67,"With Surface Duo, we re unlocking the power of two screens and bringing together the best of Microsoft 365 and Android to help people be more productive in a multi-sense, multi-device world. https://t.co/Jh5Cmb76zU",1634,249,2020-08-12 13:10:33+00:00,@satyanadella
68,"We re celebrating the contributions of the Indigenous community at Microsoft with the launch of our newest employee resource group, which will foster awareness of Indigenous cultures and help us shape more inclusive technologies. https://t.co/L8HMOenoLz",641,66,2020-08-10 22:19:28+00:00,@satyanadella
69,Excited to partner with the @NBA to reimagine the game experience with Microsoft Teams Together mode. So fans can feel like they re together from the safety of their homes and players experience the energy of cheering fans in the arena. https://t.co/nIKmRXlasl,1150,264,2020-07-24 20:27:57+00:00,@satyanadella
70,"Congratulations to each of our Microsoft Partner of the Year Award winners, finalists and nominees! Thank you for your ingenuity and commitment to empower our customers and have impact in your communities. https://t.co/cQDqZ9LsTl",1241,116,2020-07-13 20:12:01+00:00,@satyanadella
71,"Today, the Supreme Court issued an important decision for the country and for Dreamers everywhere, including many who work at Microsoft. We know how critical their contributions are to our company and nation, and we will keep fighting for a permanent solution. https://t.co/w6LrBQLMXv",1507,226,2020-06-18 18:29:11+00:00,@satyanadella
72,What a powerful story of a Microsoft colleague who connected her personal experience with her work and used the company as a platform to make a difference. https://t.co/sSL1o3U6as,674,113,2020-05-04 23:57:16+00:00,@satyanadella
73,"We re partnering with @CocaColaCo, which will apply the power of Azure, Dynamics 365 and Microsoft 365 to transform employee and customer engagement. https://t.co/x8bAzjaCoF",1051,219,2020-04-27 15:53:55+00:00,@satyanadella
74,Health care organizations around the world are using the Microsoft Healthcare Bot service to help address COVID-19 and alleviate some of the pressure on healthcare systems and workers. https://t.co/PTOjTYnhGM,1004,219,2020-04-08 17:27:33+00:00,@satyanadella
75,"This week, we announced new capabilities in Microsoft Teams to make it easier for teams to communicate and collaborate and make meetings more inclusive. Take a look. https://t.co/Q3xOeLPcwE",1460,409,2020-03-20 15:38:26+00:00,@satyanadella
76,"The daily workflow of all of our jobs is changing fast, with many working remotely   often for the first time. Here are some of the learnings we ve had at Microsoft over the past weeks. https://t.co/vvm5d8Og7k",816,333,2020-03-19 00:36:47+00:00,@satyanadella
77,"We re expanding our partnership with @Telefonica to deliver our cloud services   spanning Azure, Microsoft 365 and Dynamics 365   from new datacenters in Spain, helping customers accelerate their digital transformations. https://t.co/exMMM8wBc4",713,215,2020-02-25 15:36:50+00:00,@satyanadella
78,"Thank you, Sarah, for sharing this powerful personal reflection. I m grateful to work with Microsoft leaders whose stories and histories help us learn and build a more inclusive culture   both during Black History Month and throughout the year. https://t.co/ryH6O4l5i9",420,59,2020-02-11 20:57:14+00:00,@satyanadella
79,"Congratulations, @SteveGleason on such a well-deserved honor. Your unwavering passion, advocacy and work to ensure technology makes a difference in the lives of those with ALS is an inspiration to all of us at Microsoft. https://t.co/FBxWIelxZ7",601,104,2020-01-16 23:42:49+00:00,@satyanadella
